,MATRICULA,REPROVACOES_DE,REPROVACOES_EM,NOTA_DE,NOTA_EM,NOTA_MF,NOTA_GO,REPROVACOES_MF,REPROVACOES_GO,INGLES,H_AULA_PRES,TAREFAS_ONLINE,FALTAS
28453,635053,0,0,7.369243515256341,8.082689121185915,8.238487030512681,7.155797909326767,0,0,0.17310878814085184,2,4,2
28454,663644,0,0,7.750599615194889,8.750866110837064,9.201065982568693,8.501332478210866,0,0,0.4993337608945665,14,6,2
28455,502507,0,0,7.206212942491581,7.424851769966319,7.080768252390535,6.4713069680810085,0,0,0.0,5,4,2
28456,146624,0,0,7.625092149227445,7.266789532303259,8.429151308462092,4.520295796173238,0,0,0.0,16,6,2
28457,412926,0,0,7.564921837751338,7.394765513254014,8.4,6.794765513254014,0,0,0.0,14,3,3
28458,385163,0,0,7.445967932454718,8.254032067545282,8.354032067545281,7.481612827018112,0,0,0.0,14,4,1
28459,293177,0,0,7.1612231161778155,8.108746159453974,8.061223116177816,6.769969275631789,0,0,0.0,4,5,2
28460,903370,0,0,7.289576291722454,7.786254224966528,9.524169483311018,2.6540680841143502,0,0,0.0,4,3,3
28461,829734,0,0,7.737529106611147,7.812587319833442,8.708469164185354,7.5334109509630585,0,0,0.0,7,5,2
28462,543761,0,0,7.441947171624657,7.325841514873968,6.382392473683544,7.295132070938361,0,0,1.0,6,5,3
28463,388899,0,0,7.666635157376637,8.066611525409117,8.233364842623361,2.66729685246724,0,0,0.33341210655840503,4,4,3
28464,114799,0,0,7.356121957074367,8.384897565659491,8.962958544196677,7.778060978537184,0,0,0.3561219570743676,14,6,1
28465,816214,0,0,7.3387345914470306,7.677469182894058,8.726080505917325,3.0987673157623665,0,0,0.0,17,6,1
28466,632780,0,0,7.716622681564335,8.433509273742661,9.90580480446877,7.761213743016553,0,0,0.9445910614522178,21,5,3
28467,933059,0,0,6.526864310729647,7.4,8.660516222395616,6.578967555208769,0,0,0.0,8,5,2
28468,609224,0,0,7.372732281854953,7.572732281854953,8.418141745160378,6.972677181450473,0,0,1.0,4,2,4
28469,174905,0,0,7.875775038669685,7.920620030935748,8.910310015467875,4.13662558004528,0,0,1.0,8,3,3
28470,409119,0,0,8.250650305807737,8.22467484709613,8.750650305807737,7.887662576451935,0,0,0.0,14,6,3
28471,647033,0,0,7.651628990614071,8.017209663538024,7.968838654152095,7.6344193270760465,0,0,0.0,15,5,3
28472,513266,0,0,7.521470909287458,7.542941818574919,8.144998180704397,6.8691181821457645,0,0,0.7382363642915308,4,4,3
28473,706039,0,0,7.421798320741612,7.7217983207416125,9.333243660718086,5.708722585862317,0,0,1.0,14,4,1
28474,569835,0,0,7.9788289472810625,8.371531578912425,9.74963947380651,5.202971054046784,0,0,0.0,10,1,1
28475,522373,0,0,7.572772437135241,7.7727724371352425,7.9183173114057235,3.0958706963758,0,0,0.0,11,6,1
28476,719384,0,0,7.8676943227253355,8.43847161362667,9.123056772746661,2.3583144410506107,0,0,0.0,16,5,1
28477,116234,0,0,7.1384136688107365,8.082698291398657,8.707620503216104,7.6,0,0,0.0,10,6,1
28478,372445,0,0,7.124118647591032,7.787940676204483,8.463822028613452,0.29344354569087305,0,0,0.9598022540149488,14,5,2
28479,640415,0,0,8.100850546825374,8.298298906349252,9.072660996230224,7.574362089880969,0,0,0.0,13,1,2
28480,797691,0,0,7.3,8.149358941871496,8.709722292611756,0.5992525211872843,0,0,0.0,8,5,2
28481,502598,0,0,7.55908818517804,7.877264555534121,9.090941777863515,7.5,0,0,0.0,18,6,1
28482,547971,0,0,7.3229268558716205,7.3445853711743245,8.399365829715542,5.828048580962848,0,0,0.0,8,5,2
28483,800892,0,0,7.669483686217856,7.96185460777232,9.054225529326784,7.255047509534818,0,0,0.0,16,6,2
28484,730817,0,0,7.2,7.378352106491062,8.92714087187207,7.297253510818433,0,0,0.4054929783631318,5,3,3
28485,680693,0,0,7.1775178976025416,6.882168425146487,7.276747362280271,0.0,0,0,0.0,13,3,2
28486,311586,0,0,7.699132417732019,7.596963462062072,8.897397253196061,7.299566208866009,0,0,0.0,12,5,1
28487,574220,0,0,7.791126645706925,8.12366227811487,9.3,6.987039496966172,0,0,0.0,6,5,2
28488,789679,0,0,7.741527364033848,7.925616364519664,9.28202045564958,2.0965002695032267,0,0,0.2871918177401681,21,6,1
28489,746541,0,0,7.369688696749452,7.603399783843133,7.945043699904128,4.573934990535973,0,0,0.0,9,3,2
28490,990633,0,0,7.73372783107645,8.068047408767578,8.734319577691128,7.067455662152902,0,0,0.6656804223088728,7,3,3
28491,233911,0,0,7.420137495639143,7.4,8.620137495639144,6.622102560179847,0,0,0.0,15,5,1
28492,446129,0,0,7.415244775816578,7.753189896530727,8.526594948265362,7.017396327855661,0,0,0.0,9,6,2
28493,606043,0,0,7.731341690557161,8.0,9.212927889266755,4.2164577360709545,0,0,0.0,17,5,1
28494,265090,0,0,7.342360435282619,7.495310979385895,7.837671414668513,7.22118021764131,0,0,0.10590108820654907,11,5,3
28495,939369,0,0,8.135011957075948,8.770023914151897,9.40901673990633,7.308200878875941,0,0,0.0,21,5,2
28496,297601,0,0,7.222396503592694,7.437066083932116,8.181859091117504,0.0,0,0,0.6293391606788432,10,6,2
28497,459045,0,0,6.8296685670494695,7.6395580893992925,7.629668567049468,6.30773343551238,0,0,0.0,5,5,3
28498,728797,0,0,7.555456039148992,7.488640097872483,9.03318405872349,7.754560391489932,0,0,0.0,13,3,2
28499,796385,0,0,6.911598809667632,7.405799404833816,8.670062897280838,7.2294670634441225,0,0,0.0,9,3,3
28500,265581,0,0,7.534961501596325,7.104884504788978,7.725861405746776,7.0699230031926525,0,0,0.0,16,7,1
28501,707153,0,0,7.4800420716949905,7.740126215084972,7.880883505594808,7.540336573559928,0,0,0.19957928305009245,13,5,1
28502,950208,0,0,7.433534818359003,7.699395544922996,8.664651816409986,5.250749349638887,0,0,0.0,16,4,1
28503,829891,0,0,7.6312697218060075,7.5374605563879875,8.60309541729099,1.3574229943313778,0,0,0.8281743045150155,13,4,2
28504,951715,0,0,7.4,7.768316144342296,8.683161443422959,7.583161443422959,0,0,0.0,14,5,2
28505,304351,0,0,7.558419104095344,6.903952239761644,9.163400593001096,7.258419104095343,0,0,0.0,5,3,2
28506,765873,0,0,7.264424926054993,8.335575073945007,7.765870623822481,7.737020771712494,0,0,0.0,12,6,3
28507,826012,0,0,7.796973398648414,7.693946797296832,7.6,7.642433496621036,0,0,0.0,2,4,3
28508,768835,0,0,7.351374851121352,7.997250297757298,7.3502749702242705,6.9967003573087565,0,0,0.5027497022427032,9,5,2
28509,146778,0,0,8.04581740664776,7.827756542197013,8.359030432225374,2.066065127888067,0,0,0.0,15,6,1
28510,103971,0,0,7.888839781783663,7.8554854025480925,9.555485402548092,7.533291241528856,0,0,0.4445145974519089,10,5,1
28511,818944,0,0,7.351436769571568,7.702873539143137,8.914367695715681,7.611494156572545,0,0,0.0,7,5,3
28512,121297,0,0,7.972935472661827,7.967661318345431,8.011242064388984,7.354129054676345,0,0,0.8646773633091378,7,5,2
28513,117351,0,0,7.205028928727117,8.176885848272669,8.884429241363343,7.625628616090889,0,0,0.0,10,6,1
28514,521283,0,0,7.682972130647488,7.8263777045179905,7.909349835165478,7.979133113553969,0,0,0.0,12,5,2
28515,688332,0,0,7.8380701463495965,7.4,6.728420878097577,7.419035073174799,0,0,0.8096492682520197,5,0,1
28516,944758,0,0,7.299142985846819,7.579271537969798,7.719014433723843,3.2365290926796177,0,0,0.0,7,3,3
28517,392926,0,0,7.300776339463209,8.466407886845598,10.0,8.533592113154402,0,0,0.6640788684559724,11,5,3
28518,319992,0,0,7.680538866370933,7.886427170501808,9.207684525367322,7.453393207374549,0,0,0.0,11,5,3
28519,609312,0,0,7.4509005045270165,7.650900504527017,9.025150084087835,5.763443525236631,0,0,0.7484991591216403,3,5,2
28520,266176,0,0,7.725574671093504,8.525574671093505,9.476724013280514,7.0642258207130775,0,0,0.0,7,4,2
28521,201920,0,0,7.5559208240813,8.1480263919729,8.9,3.94999421005956,0,0,0.5197360802709947,5,5,3
28522,117679,0,0,7.414712017284204,7.981510852204512,8.736978295590974,7.1852879827157965,0,0,0.5924457389774339,10,5,1
28523,120188,0,0,7.837869845741025,8.305325385647437,9.564496773978208,7.624260308517949,0,0,0.18934922870512694,10,5,2
28524,462374,0,0,7.28614992904526,8.037229985809054,8.45844978713578,2.9039388931060586,0,0,0.3722998580905204,13,3,3
28525,620906,0,0,8.161904152394733,8.261904152394733,8.64761660957893,7.630952076197366,0,0,0.0,12,6,2
28526,554529,0,0,7.1179907179240365,7.717990717924037,7.359814358480734,5.658640463241468,0,0,0.8200928207596329,5,2,3
28527,689618,0,0,7.881187582783165,7.56237516556633,7.203625717454098,7.56237516556633,0,0,1.0,8,1,1
28528,640507,0,0,8.115945815900899,8.268108368198202,9.03114900627253,7.563040638074328,0,0,0.0,13,1,2
28529,104028,0,0,7.391294398559772,7.3,8.673883195679313,7.2,0,0,1.0,8,5,2
28530,448253,0,0,6.9248629597476725,7.685082224151396,8.360767425413036,0.0,0,0,0.0,16,3,2
28531,621039,0,0,7.636465389047497,8.063534610952502,9.244742276667528,7.209396167142487,0,0,0.0,19,6,1
28532,635344,0,0,7.3,8.00865907085999,8.1,7.109609114968013,0,0,0.1826818582800197,3,5,2
28533,818357,0,0,7.385053147719593,7.7701062954391835,8.676422730088674,5.669043341047343,0,0,0.0,4,5,3
28534,574223,0,0,7.8,7.967127853410799,9.3,2.416602722788822,0,0,0.0,9,5,2
28535,319441,0,0,7.7804743357789325,8.072779941591246,9.46745722629822,7.3934914452596425,0,0,0.0,10,5,3
28536,860970,0,0,6.276719068821,7.387164375468223,8.405075314138777,6.397315003745778,0,0,0.5641781226588891,6,2,2
28537,521368,0,0,7.857145021969602,7.978572510984801,8.3,6.678663433708108,0,0,0.0,15,5,1
28538,285868,0,0,7.968910012373169,8.1,9.010805721356098,8.1,0,0,1.0,17,5,2
28539,798532,0,0,7.473796645309854,7.831728860413138,9.262745633863869,7.563457720826275,0,0,0.0,15,4,1
28540,127657,0,0,7.523611070307307,7.7,8.959722193076649,7.531944438615329,0,0,0.6805556138467039,9,5,2
28541,687198,0,0,7.8241269865276735,8.787936506736163,9.58962963523124,9.325820115022747,0,0,0.0,7,5,3
28542,163437,0,0,7.4637925740227224,7.4,8.41206914199243,7.339654290037867,0,0,0.0,15,4,3
28543,684791,0,0,6.308109325457503,7.2071552871683835,9.701431057433675,6.815264612625888,0,0,0.0,5,5,2
28544,228262,0,0,7.372408679403169,7.989634717612676,7.934303779110915,7.97576490866021,0,0,0.0,13,5,2
28545,884166,0,0,8.272764823987144,8.318211859189715,9.672764823987144,8.718211859189715,0,0,0.0,15,5,1
28546,179192,0,0,7.69627998009966,7.898139990049829,10.0,0.0,0,0,0.0,17,5,2
28547,895916,0,0,7.331848126874959,7.631848126874957,7.610511441062423,7.012739250749982,0,0,0.0,13,5,2
28548,121315,0,0,7.975096237630348,7.96225940592413,7.9863932672510005,7.349807524739305,0,0,0.8754811881517386,7,5,2
28549,322135,0,0,7.497553446908653,7.295106893817303,8.443883617271629,7.3300712625448705,0,0,1.0,14,5,3
28550,698505,0,0,7.472159991891577,7.244319983783154,7.9051199432410435,6.780399979728942,0,0,0.0,20,6,1
28551,754952,0,0,7.7,7.422656518615893,8.567969555847682,7.3039086675430465,0,0,0.0,8,4,2
28552,859096,0,0,7.716176070945647,7.625735893581531,8.737132053209235,5.770213294758032,0,0,0.0,9,2,1
28553,306789,0,0,8.039795269238976,8.640307096141536,9.259692903858463,7.880614192283073,0,0,0.0,16,4,2
28554,398904,0,0,7.458918660600059,7.810192754971497,8.897451811257127,7.607644566228622,0,0,1.0,8,5,1
28555,239211,0,0,7.430440549616913,7.3710279491061295,7.389853150127696,6.979706300255393,0,0,0.0,5,4,4
28556,861669,0,0,5.909607718452955,7.359970942107626,8.309898297376693,6.179767536861012,0,0,0.7001452894618685,5,2,2
28557,369612,0,0,7.871649737945637,8.871649737945635,9.744847641510717,7.858248689728176,0,0,0.28350262054364805,12,6,2
28558,245091,0,0,7.378753463548564,7.657506927097128,8.496315807422711,6.921246536451436,0,0,0.7875346354856375,6,5,3
28559,208953,0,0,7.673123542228921,7.7828088555723,7.9699766756627275,3.1443123158435786,0,0,0.6343822888553978,4,2,3
28560,696790,0,0,7.986625154780517,8.369906598256165,9.669906598256164,7.486625154780517,0,0,0.0,12,6,1
28561,361602,0,0,7.99351569510862,8.09351569510862,9.671469058477927,0.0881865465227687,0,0,0.012968609782760154,12,3,2
28562,817312,0,0,7.529979948833712,8.059959897667426,9.147434833709566,3.0603609209931704,0,0,0.0,8,5,3
28563,830097,0,0,7.646866051594811,7.320299077392216,8.260897232176651,1.8331212199790183,0,0,0.7343302579740553,11,3,3
28564,771370,0,0,7.469210280852653,7.5,7.61253329361444,6.530789719147347,0,0,0.8365128510658154,8,5,2
28565,189687,0,0,7.2424384006628975,7.674794668876325,8.457561599337103,3.6559189503477048,0,0,0.5252053311236746,11,5,2
28566,448764,0,0,7.980124103526308,8.187295291550239,8.236476457751191,4.057369504191431,0,0,0.0,15,6,1
28567,623700,0,0,7.663106179321806,8.163106179321804,9.02912837237368,7.7553407310172915,0,0,0.0,11,7,2
28568,730387,0,0,7.708782528236238,7.55932156211972,8.591217471763763,7.808782528236238,0,0,0.0,16,6,1
28569,756192,0,0,7.674539580873197,7.433947225502405,8.43210554899519,7.142434031878005,0,0,0.08486806375601208,6,4,2
28570,564093,0,0,7.7,7.7740126250617685,9.755509468796326,7.781496843734557,0,0,0.0,22,6,1
28571,624536,0,0,7.808265046548087,8.41653009309617,8.791734953451915,7.537602430177873,0,0,0.0,9,5,2
28572,730584,0,0,7.641041094823159,7.410290408610949,8.658958905176842,7.741041094823157,0,0,0.0,15,6,1
28573,359970,0,0,8.155709199365091,8.501600149127,9.467127598095274,7.701600149127,0,0,0.18036350079363594,10,5,2
28574,233368,0,0,8.446396420203756,8.739695972729226,9.573198210101877,7.463964202037561,0,0,0.0,6,6,2
28575,705393,0,0,7.912367565146887,7.937455855048963,7.987279275244813,0.0,0,0,0.3127207247551885,10,5,2
28576,181870,0,0,7.690792173204097,8.538490216505123,9.516943151553585,7.747698043301023,0,0,0.0,13,4,2
28577,884492,0,0,7.803535150406566,8.997474892566737,9.203535150406568,7.905050214866525,0,0,0.0,16,2,2
28578,554786,0,0,7.96926544035128,8.259020587135039,9.78485808245896,8.68730661462136,0,0,0.10244853216240067,16,3,1
28579,343094,0,0,7.499750666443435,8.159900266577374,8.058902932351117,5.756409596785476,0,0,0.0,4,4,3
28580,778587,0,0,7.58995082535996,8.137990165071992,9.193872145935897,7.259803301439838,0,0,0.6200983492800808,16,5,2
28581,604498,0,0,7.842588104931707,8.060647026232926,8.903235131164633,7.621294052465854,0,0,0.0,10,4,1
28582,995326,0,0,7.813446932366212,8.813446932366213,9.986553067633787,7.962882222308631,0,0,0.1344693236621053,11,7,1
28583,209323,0,0,7.636815526956347,7.692038817390869,7.389048431301564,1.583067659122953,0,0,0.8159223652182612,3,2,3
28584,823366,0,0,7.887055825187425,7.893527912593713,8.204314724937522,7.689213187656188,0,0,0.0,3,5,3
28585,863060,0,0,6.5623284377012245,7.8086359783308605,8.35431798916543,2.075968654392617,0,0,0.364205027086424,6,3,3
28586,503126,0,0,7.475407289551665,7.6754072895516625,9.332738501481613,7.377036447758318,0,0,0.0,16,4,2
28587,406806,0,0,7.824075628682772,7.988478057192342,8.852880485701913,7.3711951429808575,0,0,0.0,14,5,4
28588,930950,0,0,8.041372899326378,8.241372899326379,9.358627100673619,7.635621498877297,0,0,1.0,8,3,2
28589,667774,0,0,7.939691062617365,8.990943098398716,9.553756107344057,8.495951241524129,0,0,0.3718699105466199,23,5,1
28590,139537,0,0,7.670506165862595,7.831898480230702,8.85468310896692,7.87506309160984,0,0,0.4772153712637833,22,6,1
28591,577545,0,0,7.5836610685872925,7.728745039777901,8.1287450397779,0.0,0,0,0.0,13,5,2
28592,899604,0,0,7.404708254951428,7.547645872524285,7.952354127475715,7.242937617572856,0,0,0.0,10,6,3
28593,466247,0,0,7.716636300590854,8.025045549113718,8.908227052067991,3.9656342200890418,0,0,0.4168184970457292,9,4,2
28594,997579,0,0,7.878940659610492,8.878940659610493,9.921059340389508,1.937459315834668,0,0,0.7894065961049274,13,7,1
28595,637745,0,0,7.546709077954622,8.241443602682017,8.988152680636638,7.698683631181848,0,0,0.5065818440907561,13,3,1
28596,767283,0,0,7.684209117540588,8.068418235081179,7.684235884269412,7.1,0,0,0.0,9,0,5
28597,263922,0,0,7.70074361501446,8.029739966451293,8.673234493606545,7.657992702873669,0,0,0.0,13,6,1
28598,644813,0,0,7.9,8.906575725157525,7.851902374912486,7.8,0,0,0.0,12,4,3
28599,782433,0,0,6.415395199739051,7.2292371198434315,8.756920960052192,6.758474239686861,0,0,0.4307903994781023,3,3,3
28600,543419,0,0,7.020308497309037,7.516409585575802,6.532819171151608,7.463281917115161,0,0,0.367180828848393,4,2,3
28601,693148,0,0,8.146525902966161,7.776473116578471,6.8893137769600346,7.54652590296616,0,0,0.5668426212922988,6,5,2
28602,829983,0,0,7.746858412651826,7.681150475910955,8.734292063259128,3.6080977741905733,0,0,0.5314158734817438,11,4,2
28603,346612,0,0,7.682148010053147,7.953555969840558,9.41074005026574,7.792888060318887,0,0,0.8214801005314789,9,5,2
28604,515455,0,0,6.91838146771744,7.227572201576159,6.142456374810153,6.7551444031523165,0,0,0.9540463307064019,13,3,2
28605,830206,0,0,7.953984367072063,8.39292965182428,9.007968734144123,7.315039082319845,0,0,0.0,7,5,2
28606,788273,0,0,8.0,8.542290251506778,9.957709748493222,1.755045437531292,0,0,0.2114512575338906,20,5,1
28607,922883,0,0,7.262531560675503,7.8416877071170035,8.377046512545245,7.8812657803377535,0,0,0.0,7,5,1
28608,565831,0,0,7.279732820156548,7.339770988705612,8.739389303214965,7.379732820156548,0,0,0.0,17,5,1
28609,133158,0,0,7.65875419630505,8.178338928406736,7.535016785220205,7.217508392610103,0,0,0.0,8,5,2
28610,226823,0,0,7.6394833348468465,8.15276668785586,8.57638334392793,3.316600127135154,0,0,1.0,13,5,1
28611,169111,0,0,8.66490064398252,8.504635748693543,9.712582769635748,7.364238324623625,0,0,0.07947020942204686,16,5,1
28612,470464,0,0,7.404312984550914,8.243530523173629,8.634904554071802,7.765095445928197,0,0,0.521564922754569,12,3,5
28613,265806,0,0,7.530804822666576,7.200231347332741,7.815633758666028,7.061609645333152,0,0,0.15402411333287758,16,6,2
28614,637176,0,0,8.144275501776693,7.975233556345197,9.882359392639684,7.881425167258898,0,0,0.061916109137007735,14,7,1
28615,295471,0,0,7.832171310032238,7.7552291048549264,7.388072762137316,7.339143449838808,0,0,0.4195717249194035,8,5,2
28616,968374,0,0,7.356357687675447,7.334536531513172,8.473940385387426,1.798113408267653,0,0,0.7394038538742531,4,4,2
28617,463806,0,0,7.499929832880603,8.575087708899241,8.675578878735013,7.4,0,0,0.7501754177984896,16,5,1
28618,621726,0,0,7.561590885513206,7.23874987032263,6.931476954428277,2.278862763988609,0,0,0.0,9,3,2
28619,864253,0,0,7.592204072150773,7.81169389177384,9.268816288603091,7.399856777804764,0,0,0.9610203607538657,10,4,1
28620,798276,0,0,7.375365887676994,7.700487850235993,9.623658411851023,7.3009757004719855,0,0,0.0,11,1,2
28621,830285,0,0,7.629497522879528,7.358995045759058,8.074824250558269,7.2453267276787425,0,0,0.0,9,4,3
28622,521255,0,0,7.5460486790035395,7.592097358007077,8.37697566049823,5.157369253381439,0,0,0.0,8,6,1
28623,861166,0,0,7.4075391939028705,8.389047032683443,9.555476483658277,1.4978650587735132,0,0,0.8150783878057392,13,4,2
28624,823009,0,0,7.967588998457067,8.125296661523558,8.605533990742407,7.925296661523559,0,0,0.0,8,5,2
28625,462495,0,0,7.573925913836716,7.406518521540821,7.213037043081642,0.2281482539287412,0,0,0.0,5,1,3
28626,144429,0,0,7.342693256716903,8.021346628358453,9.338254520887977,7.314613486566192,0,0,0.0,11,5,1
28627,445610,0,0,7.346892621950844,7.7937852439016915,8.429661067073733,5.894634054892455,0,0,0.2344631097542267,7,5,3
28628,771256,0,0,7.577887946386549,7.610560268067247,7.687456696974846,6.621120536134497,0,0,0.7788794638655033,10,5,2
28629,261314,0,0,7.774334703204759,7.973447640811102,8.948669406409518,7.924778234401586,0,0,0.7522176559841379,12,6,1
28630,139517,0,0,7.737145337588958,7.862854662411042,8.965691961699386,1.4486681659693257,0,0,0.0,22,6,1
28631,288722,0,0,7.376286283317996,7.976286283317997,8.823713716682004,7.918344336626791,0,0,0.5525725666359927,17,4,1
28632,368713,0,0,6.984030549582642,8.228289069693938,8.839772029471348,7.328289069693938,0,0,0.0,12,5,2
28633,139780,0,0,7.760620705135327,7.839379294864672,8.754413653782054,2.3642075002777796,0,0,0.0,21,6,1
28634,719645,0,0,7.887951166914378,8.636146499256864,8.727707001486273,0.0,0,0,0.0,19,5,1
28635,860578,0,0,7.642212260054202,8.025959133152655,9.168171393206858,3.4604983279856154,0,0,0.5259591331526554,12,3,1
28636,919952,0,0,7.913777164517312,8.059111023502473,8.927554329034622,7.645333858985162,0,0,0.0,16,5,1
28637,960045,0,0,7.90835131867064,8.00835131867064,8.608351318670639,7.4778017582275185,0,0,0.0,19,4,1
28638,793032,0,0,7.933122500217189,7.5523207143477675,8.480801785869419,1.9310110689153863,0,0,0.0,9,5,1
28639,486151,0,0,7.445172096385792,7.519311614456829,9.261376771086342,3.4330793253202434,0,0,0.0,7,5,3
28640,459541,0,0,7.41600586001025,7.762995604992312,8.532011720020497,0.0,0,0,0.0,21,6,2
28641,786461,0,0,8.191104886370026,8.658117263988473,9.316234527976944,7.974870358393082,0,0,0.0,12,5,1
28642,536343,0,0,7.397987520634634,7.744968801586581,9.081887685711699,7.84698128095195,0,0,0.0,9,3,2
28643,949275,0,0,7.437252856180064,7.562747143819936,8.627471438199361,5.019771505594886,0,0,0.0,10,4,2
28644,520510,0,0,7.586654085000025,7.32669182999995,6.666918299999497,6.959962255000075,0,0,0.0,3,4,2
28645,578857,0,0,7.733387657805272,7.766775315610546,8.700325946831638,3.5125416555388536,0,0,0.0,13,5,2
28646,146332,0,0,7.447959275254807,8.067474547034255,6.984566177710938,6.973979637627404,0,0,0.06505090593148932,12,5,3
28647,491776,0,0,7.555297372718197,8.021886584533657,9.421886584533658,7.010594745436396,0,0,1.0,9,4,1
28648,253546,0,0,7.594472387215537,8.147007800748463,9.45760624059877,2.580630263173848,0,0,0.0,10,3,2
28649,431079,0,0,7.731526557860143,7.354351038573428,8.514122403566427,7.361412240356642,0,0,0.3858775964335727,6,5,1
28650,884776,0,0,7.9640892088779776,8.2615985600491,9.364089208877978,8.392267626633934,0,0,0.0,6,6,1
28651,730224,0,0,7.216103315804938,7.220129144756173,9.67181919734136,7.022142059231789,0,0,0.979870855243828,5,3,2
28652,171929,0,0,7.651179710483501,7.583726570161168,7.873230434274747,6.889746381043769,0,0,0.08136714919416421,14,5,1
28653,590587,0,0,7.5,8.031538365980051,8.652692451029923,2.1619243032560043,0,0,0.7192306099667527,13,5,2
28654,974592,0,0,7.766482587056467,8.233517412943533,8.465930348225868,7.967034825887065,0,0,0.3324129352823363,15,6,1
28655,822337,0,0,8.067565269505135,8.458550898350449,9.205391617030806,8.258550898350448,0,0,0.0,15,6,1
28656,147068,0,0,7.842920067876992,7.357006519599849,7.985913548277145,6.199853174953683,0,0,0.0,14,5,3
28657,472739,0,0,7.651616225396423,8.164978382312754,8.516594607709175,8.18663784308367,0,0,1.0,11,0,6
28658,157156,0,0,7.885025327437857,8.313768995578393,6.959898690248567,2.0695441061185607,0,0,0.0,11,5,2
28659,464192,0,0,7.558342789051919,8.383314421896161,9.38124290821106,7.162485816422121,0,0,0.6041430273702023,15,5,1
28660,200201,0,0,7.775376614625351,8.012311692687325,8.712311692687324,6.850623216912668,0,0,0.0,15,5,2
28661,432025,0,0,8.095338344232212,7.880386679122528,9.155145004670947,7.910290009341898,0,0,0.0,4,5,2
28662,227891,0,0,7.755775691342522,8.665345851944874,9.167327074027565,8.4,0,0,0.4422430865747909,14,5,2
28663,103422,0,0,7.344955017516339,7.522686379560309,8.289910035032678,7.333611827736185,0,0,0.7773136204396917,12,5,1
28664,770690,0,0,7.6,7.524246144158084,7.5091076487113835,6.442430752276651,0,0,0.9393846396047868,7,5,2
28665,530762,0,0,7.971728877879675,8.314485918586449,8.368926017669361,7.786214796466128,0,0,0.5724295929322551,11,5,2
28666,182033,0,0,7.384533936023657,7.638135744094626,8.637076912402161,6.340045201774241,0,0,0.0,13,5,2
28667,438314,0,0,7.747857471500144,8.385893103625108,9.581608046625394,8.1675011502505,0,0,1.0,15,6,2
28668,623658,0,0,7.6891062034944735,8.172765508736184,8.870042059609805,7.490294417268625,0,0,0.02723449126381483,10,6,2
28669,436030,0,0,7.7762854198200655,7.645356774775081,9.428856259460195,7.4216421945951465,0,0,0.690713549550162,14,6,1
28670,680033,0,0,7.637527443130543,8.026572791173951,10.0,7.464100234304495,0,0,0.0,15,6,1
28671,172157,0,0,7.6723657167186925,7.572365716718693,7.818422855520871,7.154571458983666,0,0,0.0,15,5,1
28672,336299,0,0,8.104805108944436,7.8904805108944425,8.300090728783317,7.209519489105557,0,0,0.0,10,7,1
28673,678256,0,0,8.01683790762737,8.566324184745259,9.623201969912609,0.5977457207716501,0,0,0.08418953813685215,6,4,1
28674,656902,0,0,7.8839710538247525,8.008014473087625,9.304007236543812,7.855920398018067,0,0,0.0,12,5,2
28675,933588,0,0,7.840162549811196,8.040162549811196,9.581137848678374,8.200541832703987,0,0,0.0,12,5,2
28676,146423,0,0,7.146941877331544,6.7955046208032215,8.468165126398926,6.9575535018652355,0,0,0.10611624533691257,17,6,3
28677,988379,0,0,7.776704966755568,7.761444985752388,7.6843349572571595,7.407629990501591,0,0,0.4618500474920438,10,5,3
28678,361650,0,0,8.003365462576614,8.089903612270156,9.6293252858911,0.2322169177863849,0,0,0.0,13,4,2
28679,486095,0,0,7.4525402746227565,7.4898389015089775,9.320322196982046,3.993060871329436,0,0,0.0,6,5,3
28680,311492,0,0,7.675642167054449,7.953853002326693,8.563463250581673,7.024357832945551,0,0,0.0,4,6,2
28681,141506,0,0,7.7249628853946755,8.178539616052579,9.142772309473543,8.051751250723628,0,0,0.0,22,6,1
28682,789869,0,0,7.468967552543098,7.526440512995678,8.318397249719808,7.168938040668182,0,0,0.0,9,5,2
28683,502083,0,0,7.5720167802808085,7.944033560561615,8.502058730982826,7.430041950702019,0,0,0.0,18,6,1
28684,341918,0,0,7.642080058995769,8.185973313668075,8.71040029497885,7.270133431659618,0,0,0.0,7,5,2
28685,207894,0,0,7.733358733109019,8.077786244369673,9.77786244369673,8.511144977478693,0,0,0.0,11,4,4
28686,623678,0,0,7.622515742411313,8.006289356028285,8.686918291631113,6.208428041417792,0,0,0.19371064397171545,10,5,2
28687,929252,0,0,7.877673006333335,8.092557668777777,9.462788343888894,6.849267489555613,0,0,0.9255766877777856,7,4,2
28688,594872,0,0,7.688338800892144,7.794169400446072,7.270847002230357,0.0,0,0,0.0,15,3,3
28689,142319,0,0,6.7467289490418905,7.315576316347298,6.827258553607769,7.127258553607769,0,0,0.0,16,5,1
28690,339081,0,0,8.108423651261251,8.11526272478979,9.262635476891882,7.793160926471463,0,0,0.0,7,5,3
28691,889514,0,0,7.802873525740062,7.891379422779818,9.125575031209484,7.297126474259938,0,0,0.0,5,3,1
28692,530308,0,0,8.063947067379559,8.183682404277354,7.67855579251463,7.9819735336897795,0,0,1.0,9,5,4
28693,830053,0,0,8.0,8.518363561172354,9.1,7.8530915106211845,0,0,0.0,7,0,3
